employee_id,full_name,department,designation,employment_type,shift_type,work_mode,date,clock_in_time,clock_out_time,total_work_hours,tasks_completed,productivity_score,absent,overtime_hours,leave_type,late_login,early_logout,project_deadlines_missed,burnout_risk_score,manager_id,location,salary_band,performance_rating,years_with_company,reason_for_leave
EMP1114,Employee 114,Engineering,QA Analyst,Full-time,Night,Work From Home,2025-02-09,20:19:00,04:19:00,8.0,11.0,94.32,False,0.0,,True,True,1.0,11.74,MGR689,London,High,3.54,1.8,
EMP1822,Employee 822,Customer Support,Support Specialist,Full-time,Night,Office,2025-02-10,22:17:00,06:17:00,8.0,11.0,87.75,False,0.5,,False,False,0.0,10.26,MGR692,Sydney,Low,4.18,9.6,
EMP1319,Employee 319,HR,HR Executive,Full-time,Day,Office,2025-02-03,08:19:00,16:19:00,8.0,6.0,91.37,False,0.0,,True,False,0.0,13.65,MGR367,London,Low,3.93,5.7,
EMP1398,Employee 398,Customer Support,Support Specialist,Part-time,Night,Hybrid,2025-02-08,99:99:99,04:06:00,8.0,5.0,77.5,False,0.5,,False,False,2.0,11.92,MGR267,London,Medium,4.7,7.1,
EMP1812,Employee 812,HR,HR Executive,Part-time,Rotational,Office,2025-02-08,22:12:00,06:12:00,8.0,14.0,85.6,False,0.0,,True,True,0.0,9.76,MGR318,London,Medium,4.55,6.9,
EMP1698,Employee 698,HR,HR Executive,Part-time,Night,Hybrid,2025-02-17,21:56:00,05:56:00,8.0,9.0,94.81,False,0.0,,True,False,2.0,11.6,MGR214,Bangalore,Low,4.04,2.0,
EMP1253,Employee 253,Engineering,DevOps Engineer,Part-time,Rotational,Office,2025-02-05,22:45:00,06:45:00,8.0,8.0,78.14,False,0.0,,False,True,1.0,10.67,MGR507,New York,High,4.44,7.6,
EMP1076,Employee 076,Customer Support,Support Manager,Contractor,Night,Work From Home,2025-02-07,21:34:00,05:34:00,8.0,7.0,72.62,False,0.5,,True,True,0.0,14.86,MGR658,Sydney,High,4.34,2.7,
EMP1033,Employee 033,Finance,Financial Analyst,Full-time,Rotational,Office,2025-02-14,21:01:00,05:01:00,8.0,6.0,94.91,False,0.5,,True,True,0.0,12.58,MGR488,London,Medium,3.69,3.0,
EMP1599,Employee 599,HR,HR Executive,Part-time,Rotational,Office,2025-02-04,22:32:00,06:32:00,8.0,12.0,86.56,False,1.0,,False,True,0.0,14.93,MGR228,Sydney,High,3.56,8.9,
EMP1165,Employee 165,HR,HR Manager,Full-time,Rotational,Office,2025-02-21,20:58:00,04:58:00,8.0,11.0,81.03,False,0.5,,False,False,0.0,9.44,MGR541,London,Low,4.64,1.1,
EMP1085,Employee 085,Sales,Sales Executive,Full-time,Night,Work From Home,2025-02-10,21:26:00,05:26:00,8.0,9.0,78.21,False,0.0,,False,True,2.0,11.35,MGR569,Bangalore,Medium,4.04,3.6,
EMP1645,Employee 645,Finance,Financial Analyst,Full-time,Rotational,Work From Home,2025-02-27,22:35:00,06:35:00,8.0,8.0,78.43,False,0.5,,False,True,0.0,14.79,MGR521,New York,Low,4.46,2.1,
EMP1261,Employee 261,Consulting,Senior Consultant,Full-time,Day,Hybrid,2025-02-20,10:41:00,18:41:00,8.0,10.0,70.76,False,0.0,,True,True,2.0,10.25,MGR612,London,High,3.59,6.7,
EMP1097,Employee 097,Consulting,Consultant,Full-time,Night,Work From Home,2025-02-18,22:46:00,06:46:00,8.0,5.0,78.26,False,0.0,,False,False,1.0,12.35,MGR289,Sydney,High,4.15,5.2,
EMP1853,Employee 853,Customer Support,Support Specialist,Full-time,Rotational,Office,2025-02-24,20:52:00,04:52:00,8.0,5.0,75.48,False,1.5,,True,False,2.0,10.89,MGR640,Bangalore,High,3.53,8.0,
EMP1696,Employee 696,Sales,Sales Manager,Part-time,Day,Office,2025-02-01,09:27:00,17:27:00,8.0,12.0,78.52,False,0.0,,False,True,2.0,8.42,MGR445,Sydney,High,3.78,4.7,
EMP1725,Employee 725,Engineering,Software Engineer,Full-time,Night,Hybrid,2025-02-15,,,,,,True,,Sick Leave,,,,,MGR466,London,Low,3.99,8.4,
EMP1613,Employee 613,Finance,Accountant,Full-time,Night,Work From Home,2025-02-09,20:38:00,04:38:00,8.0,13.0,72.56,False,0.5,,True,True,0.0,8.61,MGR615,New York,Low,3.73,9.0,
EMP1887,Employee 887,Consulting,Consultant,Full-time,Night,Work From Home,2025-02-09,20:45:00,04:45:00,8.0,15.0,93.44,False,0.0,,True,False,2.0,14.66,MGR302,Bangalore,High,4.43,5.6,
EMP1422,Employee 422,Finance,Accountant,Full-time,Day,Work From Home,2025-02-26,,,,,,True,,Unpaid Leave,,,,,MGR274,London,High,4.57,5.5,Personal
EMP1025,Employee 025,Engineering,Software Engineer,Contractor,Night,Office,2025-02-17,22:11:00,06:11:00,8.0,14.0,77.17,False,0.0,,False,True,2.0,8.09,MGR307,Bangalore,Low,4.0,6.5,
EMP1704,Employee 704,HR,HR Executive,Part-time,Day,Hybrid,2025-02-27,10:52:00,18:52:00,8.0,13.0,81.84,False,0.0,,False,True,2.0,13.37,MGR334,Bangalore,Medium,4.68,5.6,
EMP1210,Employee 210,Finance,Accountant,Full-time,Night,Work From Home,2025-02-16,22:39:00,06:39:00,8.0,8.0,73.87,False,0.5,,False,False,0.0,12.01,MGR344,London,Low,4.65,5.5,
EMP1949,Employee 949,HR,HR Manager,Part-time,Rotational,Office,2025-02-10,21:22:00,05:22:00,8.0,15.0,70.78,False,0.0,,False,True,2.0,11.01,MGR397,Bangalore,Low,4.62,3.4,
EMP1667,Employee 667,Engineering,DevOps Engineer,Contractor,Night,Work From Home,2025-02-11,22:46:00,06:46:00,8.0,15.0,90.83,False,0.0,,False,True,1.0,13.62,MGR201,New York,Medium,4.82,1.3,
EMP1981,Employee 981,Finance,Accountant,Part-time,Night,Office,2025-02-19,21:39:00,05:39:00,8.0,8.0,85.23,False,0.0,,True,True,1.0,8.75,MGR276,New York,High,3.59,6.3,
EMP1462,Employee 462,Sales,Sales Manager,Contractor,Night,Hybrid,2025-02-01,22:44:00,06:44:00,8.0,6.0,74.71,False,0.0,,True,True,2.0,10.95,MGR590,Sydney,Medium,3.54,8.0,
EMP1954,Employee 954,HR,HR Manager,Contractor,Night,Office,2025-02-22,22:06:00,06:06:00,8.0,14.0,90.25,False,0.0,,False,False,1.0,13.68,MGR631,Bangalore,Medium,4.67,3.2,
EMP1975,Employee 975,Consulting,Consultant,Full-time,Rotational,Work From Home,2025-02-24,20:30:00,04:30:00,8.0,11.0,93.26,False,0.0,,True,False,2.0,9.25,MGR355,Sydney,High,3.63,9.6,
EMP1747,Employee 747,Consulting,Senior Consultant,Full-time,Day,Hybrid,2025-02-24,10:32:00,18:32:00,8.0,8.0,84.8,False,0.5,,True,True,2.0,13.36,MGR278,New York,High,4.5,1.5,
EMP1229,Employee 229,Sales,Sales Manager,Part-time,Rotational,Office,2025-02-04,22:38:00,06:38:00,8.0,9.0,89.87,False,0.0,,False,True,0.0,9.88,MGR405,Sydney,Low,4.58,8.2,
EMP1601,Employee 601,Consulting,Consultant,Part-time,Rotational,Work From Home,2025-02-21,21:00:00,05:00:00,8.0,6.0,94.26,False,0.0,,True,True,2.0,13.08,MGR520,Sydney,Medium,4.79,3.9,
EMP1800,Employee 800,Sales,Sales Executive,Part-time,Rotational,Hybrid,2025-02-06,21:25:00,05:25:00,8.0,15.0,86.37,False,0.0,,False,False,0.0,13.32,MGR426,New York,High,3.86,1.6,
EMP1566,Employee 566,HR,HR Manager,Contractor,Night,Office,2025-02-08,20:44:00,04:44:00,8.0,14.0,93.14,False,0.0,,False,False,1.0,12.56,MGR525,Bangalore,Low,4.58,3.8,
EMP1326,Employee 326,HR,HR Manager,Part-time,Rotational,Work From Home,2025-02-25,21:29:00,05:29:00,8.0,9.0,79.76,False,0.0,,True,True,1.0,9.77,MGR222,Sydney,Low,4.6,3.5,
EMP1936,Employee 936,Customer Support,Support Specialist,Contractor,Rotational,Office,2025-02-05,20:59:00,04:59:00,8.0,13.0,89.2,False,0.0,,False,False,2.0,14.01,MGR666,Bangalore,Medium,3.76,7.9,
EMP1575,Employee 575,Consulting,Senior Consultant,Contractor,Rotational,Work From Home,2025-02-06,22:42:00,06:42:00,8.0,10.0,91.38,False,0.0,,False,True,2.0,8.44,MGR504,London,Low,3.76,4.5,
EMP1485,Employee 485,Customer Support,Support Specialist,Part-time,Day,Office,2025-02-04,10:47:00,18:47:00,8.0,7.0,71.51,False,0.0,,False,False,2.0,8.66,MGR680,Bangalore,High,3.58,8.7,
EMP1994,Employee 994,Sales,Sales Manager,Part-time,Rotational,Hybrid,2025-02-27,20:11:00,04:11:00,8.0,10.0,90.86,False,1.0,,False,True,2.0,12.49,MGR533,London,Medium,4.18,1.3,
EMP1818,Employee 818,HR,HR Executive,Contractor,Night,Work From Home,2025-02-27,22:17:00,06:17:00,8.0,8.0,94.66,False,0.0,,False,False,2.0,14.52,MGR284,Sydney,High,3.64,5.3,
EMP1569,Employee 569,Sales,Sales Executive,Part-time,Day,Hybrid,2025-02-10,08:14:00,16:14:00,8.0,12.0,74.54,False,0.0,,False,False,0.0,14.64,MGR258,Sydney,Medium,4.42,5.4,
EMP1917,Employee 917,Finance,Financial Analyst,Part-time,Rotational,Office,2025-02-28,22:21:00,06:21:00,8.0,12.0,92.83,False,0.5,,True,False,1.0,14.16,MGR310,Bangalore,High,4.65,3.0,
EMP1006,Employee 006,Finance,Accountant,Contractor,Rotational,Hybrid,2025-02-24,22:19:00,06:19:00,8.0,8.0,92.23,False,0.0,,False,True,0.0,11.64,MGR539,New York,Medium,4.61,4.1,
EMP1205,Employee 205,Sales,Sales Manager,Part-time,Day,Office,2025-02-18,08:41:00,16:41:00,8.0,8.0,75.59,False,0.0,,False,True,2.0,8.41,MGR533,Bangalore,High,4.44,3.4,
EMP1898,Employee 898,Customer Support,Support Manager,Part-time,Day,Work From Home,2025-02-10,09:12:00,17:12:00,8.0,11.0,86.7,False,1.5,,True,True,1.0,13.17,MGR507,London,Low,3.62,1.6,
EMP1231,Employee 231,HR,HR Manager,Part-time,Rotational,Office,2025-02-28,,,,,,True,,Sick Leave,,,,,MGR519,Sydney,Medium,4.35,5.8,Flu
EMP1857,Employee 857,Engineering,Software Engineer,Contractor,Night,Work From Home,2025-02-24,,,,,,True,,Sick Leave,,,,,MGR565,Sydney,Medium,3.57,2.0,
EMP1365,Employee 365,Sales,Sales Executive,Contractor,Rotational,Office,2025-02-17,,,,,,True,,Unpaid Leave,,,,,MGR441,Sydney,High,4.99,8.8,Flu
EMP1147,Employee 147,HR,HR Executive,Contractor,Night,Work From Home,2025-02-03,22:46:00,06:46:00,8.0,11.0,81.32,False,0.5,,True,True,1.0,9.78,MGR273,New York,Low,3.82,6.9,
EMP1248,Employee 248,Sales,Sales Manager,Contractor,Rotational,Hybrid,2025-02-18,21:51:00,05:51:00,8.0,7.0,94.38,False,0.0,,False,False,1.0,11.22,MGR466,New York,Medium,4.36,1.0,
EMP1285,Employee 285,Sales,Sales Manager,Full-time,Day,Hybrid,2025-02-13,09:28:00,17:28:00,8.0,11.0,79.38,False,0.0,,False,True,2.0,14.15,MGR628,New York,Medium,4.8,1.7,
EMP1451,Employee 451,Consulting,Senior Consultant,Contractor,Day,Office,2025-02-04,,,,,,True,,Paid Leave,,,,,MGR322,London,Low,4.01,5.5,Flu
EMP1883,Employee 883,Finance,Accountant,Contractor,Rotational,Work From Home,2025-02-13,20:34:00,04:34:00,8.0,10.0,74.17,False,1.5,,True,True,1.0,11.61,MGR520,Sydney,Low,4.36,3.9,
EMP1752,Employee 752,HR,HR Executive,Contractor,Rotational,Hybrid,2025-02-08,21:06:00,05:06:00,8.0,5.0,94.63,False,0.0,,True,False,2.0,12.96,MGR366,New York,Medium,4.4,1.5,
EMP1545,Employee 545,Finance,Financial Analyst,Part-time,Day,Work From Home,2025-02-01,09:12:00,17:12:00,8.0,7.0,71.47,False,0.0,,False,True,1.0,10.02,MGR498,London,High,3.99,1.5,
EMP1525,Employee 525,Consulting,Senior Consultant,Full-time,Rotational,Hybrid,2025-02-23,22:44:00,06:44:00,8.0,15.0,79.66,False,0.0,,False,False,1.0,10.41,MGR427,New York,Low,4.08,7.7,
EMP1150,Employee 150,HR,HR Manager,Part-time,Rotational,Office,2025-02-08,21:49:00,05:49:00,8.0,11.0,87.11,False,0.0,,False,True,1.0,8.39,MGR478,London,Medium,4.9,5.4,
EMP1761,Employee 761,Customer Support,Support Manager,Part-time,Night,Office,2025-02-07,21:34:00,05:34:00,8.0,15.0,87.32,False,0.0,,False,True,1.0,12.4,MGR263,New York,High,3.57,7.7,
EMP1633,Employee 633,Customer Support,Support Manager,Part-time,Night,Hybrid,2025-02-27,21:08:00,05:08:00,8.0,8.0,80.77,False,0.0,,True,True,0.0,8.97,MGR575,Sydney,High,4.42,5.9,
EMP1770,Employee 770,Finance,Accountant,Full-time,Night,Work From Home,2025-02-01,21:34:00,05:34:00,8.0,9.0,75.89,False,0.0,,True,True,1.0,13.22,MGR325,Bangalore,High,4.53,7.9,
EMP1331,Employee 331,Finance,Accountant,Contractor,Night,Work From Home,2025-02-20,21:52:00,05:52:00,8.0,11.0,84.29,False,0.0,,True,False,0.0,13.23,MGR538,New York,Medium,3.83,10.0,
EMP1958,Employee 958,Consulting,Consultant,Contractor,Rotational,Hybrid,2025-02-06,22:10:00,06:10:00,8.0,14.0,78.55,False,0.0,,True,False,1.0,12.87,MGR224,Sydney,High,4.07,3.8,
EMP1595,Employee 595,HR,HR Manager,Part-time,Rotational,Office,2025-02-04,21:21:00,05:21:00,8.0,6.0,90.94,False,0.5,,False,False,1.0,12.76,MGR573,New York,Medium,4.72,6.0,
EMP1154,Employee 154,Sales,Sales Manager,Contractor,Rotational,Work From Home,2025-02-02,22:45:00,06:45:00,8.0,5.0,75.84,False,1.5,,True,True,2.0,12.97,MGR586,Sydney,Medium,4.25,6.6,
EMP1533,Employee 533,Sales,Sales Manager,Contractor,Night,Office,2025-02-27,,,,,,True,,Unpaid Leave,,,,,MGR342,Sydney,Medium,4.69,6.9,Flu
EMP1024,Employee 024,Engineering,DevOps Engineer,Full-time,Day,Hybrid,2025-02-09,09:39:00,17:39:00,8.0,6.0,84.07,False,0.0,,True,False,2.0,14.31,MGR631,Sydney,Low,4.32,1.6,
EMP1048,Employee 048,Customer Support,Support Specialist,Part-time,Night,Hybrid,2025-02-19,21:01:00,05:01:00,8.0,12.0,80.06,False,0.0,,True,True,2.0,9.98,MGR497,Bangalore,Low,4.49,4.5,
EMP1865,Employee 865,Consulting,Senior Consultant,Full-time,Rotational,Hybrid,2025-02-01,21:33:00,05:33:00,8.0,6.0,73.45,False,0.0,,True,True,0.0,12.6,MGR639,Sydney,Medium,4.47,2.6,
EMP1808,Employee 808,Finance,Financial Analyst,Full-time,Day,Office,2025-02-26,08:39:00,16:39:00,8.0,12.0,73.67,False,0.0,,True,False,1.0,12.34,MGR448,Sydney,High,4.62,1.4,
EMP1570,Employee 570,Consulting,Senior Consultant,Part-time,Day,Hybrid,2025-02-06,09:02:00,17:02:00,8.0,8.0,88.6,False,0.5,,True,False,1.0,8.47,MGR589,London,Low,4.18,1.9,
EMP1996,Employee 996,Engineering,DevOps Engineer,Part-time,Rotational,Hybrid,2025-02-15,20:50:00,04:50:00,8.0,9.0,72.41,False,0.0,,True,False,0.0,8.32,MGR643,New York,Medium,4.23,6.1,
EMP1129,Employee 129,Customer Support,Support Specialist,Full-time,Day,Office,2025-02-23,10:45:00,18:45:00,8.0,6.0,88.88,False,0.0,,False,False,2.0,8.14,MGR444,New York,Low,4.13,10.0,
EMP1788,Employee 788,Sales,Sales Executive,Contractor,Night,Office,2025-02-05,22:21:00,06:21:00,8.0,7.0,81.58,False,0.0,,True,False,1.0,8.91,MGR320,New York,Medium,3.83,7.0,
EMP1291,Employee 291,Customer Support,Support Manager,Full-time,Rotational,Hybrid,2025-02-16,21:34:00,05:34:00,8.0,5.0,87.82,False,0.0,,False,True,0.0,10.91,MGR505,New York,Low,4.52,8.7,
EMP1108,Employee 108,Customer Support,Support Specialist,Part-time,Night,Office,2025-02-08,22:13:00,06:13:00,8.0,10.0,73.01,False,0.0,,False,False,1.0,14.6,MGR327,London,High,3.58,1.4,
EMP1212,Employee 212,HR,HR Executive,Full-time,Rotational,Hybrid,2025-02-19,21:09:00,05:09:00,8.0,7.0,88.92,False,0.0,,True,True,1.0,12.69,MGR294,Bangalore,Low,3.82,1.7,
EMP1700,Employee 700,HR,HR Manager,Contractor,Rotational,Office,2025-02-05,21:58:00,05:58:00,8.0,14.0,88.38,False,0.5,,True,True,1.0,9.37,MGR453,New York,High,3.85,9.3,
EMP1642,Employee 642,Sales,Sales Executive,Contractor,Night,Work From Home,2025-02-25,,,,,,True,,Sick Leave,,,,,MGR370,London,High,4.92,7.3,Personal
EMP1101,Employee 101,HR,HR Executive,Full-time,Day,Office,2025-02-10,08:17:00,16:17:00,8.0,9.0,92.28,False,0.5,,True,False,2.0,13.34,MGR666,Sydney,Low,4.89,4.4,
EMP1398,Employee 398,Customer Support,Support Specialist,Part-time,Night,Hybrid,2025-02-28,20:24:00,04:24:00,8.0,13.0,83.38,False,0.0,,True,True,0.0,9.28,MGR267,London,Medium,4.7,7.1,
EMP1367,Employee 367,Finance,Financial Analyst,Full-time,Rotational,Hybrid,2025-02-03,20:28:00,04:28:00,8.0,15.0,77.37,False,0.0,,True,False,2.0,11.17,MGR614,Bangalore,High,3.67,6.0,
EMP1692,Employee 692,HR,HR Executive,Full-time,Night,Work From Home,2025-02-25,21:32:00,05:32:00,8.0,13.0,71.26,False,1.5,,False,True,0.0,10.48,MGR568,Sydney,Medium,3.74,4.1,
EMP1765,Employee 765,Consulting,Senior Consultant,Part-time,Rotational,Work From Home,2025-02-16,20:07:00,04:07:00,8.0,8.0,71.46,False,0.0,,True,True,2.0,13.29,MGR395,Sydney,Medium,4.81,2.9,
EMP1948,Employee 948,Engineering,DevOps Engineer,Full-time,Night,Office,2025-02-03,20:41:00,04:41:00,8.0,5.0,82.43,False,0.0,,False,False,2.0,12.32,MGR626,Bangalore,High,4.38,1.7,
EMP1503,Employee 503,Engineering,Software Engineer,Contractor,Night,Office,2025-02-27,22:34:00,06:34:00,8.0,5.0,74.6,False,0.0,,False,True,1.0,11.55,MGR567,Bangalore,High,4.92,8.8,
EMP1623,Employee 623,Sales,Sales Executive,Contractor,Night,Work From Home,2025-02-19,22:50:00,06:50:00,8.0,13.0,78.64,False,0.0,,True,True,2.0,13.72,MGR679,Sydney,Medium,4.65,1.4,
EMP1060,Employee 060,Consulting,Senior Consultant,Part-time,Night,Office,2025-02-23,,,,,,True,,Paid Leave,,,,,MGR380,London,High,4.92,6.6,Family Emergency
EMP1287,Employee 287,Customer Support,Support Specialist,Full-time,Rotational,Work From Home,2025-02-19,20:08:00,04:08:00,8.0,8.0,88.24,False,0.0,,False,False,1.0,12.79,MGR347,Bangalore,High,4.88,1.7,
EMP1973,Employee 973,Engineering,Software Engineer,Part-time,Night,Office,2025-02-13,21:30:00,05:30:00,8.0,15.0,76.89,False,0.0,,True,False,2.0,8.5,MGR660,London,Medium,4.75,8.7,
EMP1478,Employee 478,Finance,Financial Analyst,Full-time,Rotational,Hybrid,2025-02-05,21:12:00,05:12:00,8.0,5.0,79.23,False,0.5,,False,False,1.0,13.71,MGR513,New York,Medium,4.35,6.5,
EMP1951,Employee 951,Consulting,Consultant,Full-time,Rotational,Office,2025-02-10,21:41:00,05:41:00,8.0,11.0,88.24,False,0.5,,False,True,2.0,8.39,MGR510,Sydney,Low,3.79,5.5,
EMP1403,Employee 403,Finance,Financial Analyst,Part-time,Night,Hybrid,2025-02-23,21:22:00,05:22:00,8.0,13.0,86.38,False,0.5,,True,True,1.0,13.65,MGR200,Bangalore,High,4.68,4.7,
EMP1715,Employee 715,HR,HR Manager,Full-time,Rotational,Work From Home,2025-02-18,20:49:00,04:49:00,8.0,8.0,73.13,False,0.0,,False,False,2.0,12.33,MGR550,New York,Low,3.73,1.8,
EMP1140,Employee 140,Consulting,Senior Consultant,Full-time,Rotational,Office,2025-02-12,22:25:00,06:25:00,8.0,6.0,74.92,False,0.0,,True,True,1.0,8.59,MGR292,Bangalore,High,3.63,8.8,
EMP1862,Employee 862,HR,HR Manager,Part-time,Night,Hybrid,2025-02-28,21:35:00,05:35:00,8.0,9.0,80.3,False,0.0,,False,True,2.0,8.87,MGR671,Bangalore,Medium,4.86,3.3,
EMP1028,Employee 028,Finance,Financial Analyst,Contractor,Day,Hybrid,2025-02-06,09:21:00,17:21:00,8.0,13.0,78.79,False,1.5,,True,True,0.0,10.28,MGR461,Sydney,High,3.57,8.1,
EMP1662,Employee 662,HR,HR Manager,Full-time,Day,Hybrid,2025-02-16,09:48:00,17:48:00,8.0,7.0,92.87,False,0.0,,True,True,0.0,12.01,MGR499,New York,Low,3.88,7.7,
EMP1028,Employee 028,Finance,Financial Analyst,Contractor,Day,Hybrid,2025-02-19,10:18:00,18:18:00,8.0,12.0,73.67,False,0.5,,True,False,2.0,14.98,MGR461,Sydney,High,3.57,8.1,
EMP1509,Employee 509,Customer Support,Support Manager,Contractor,Night,Hybrid,2025-02-22,20:15:00,04:15:00,8.0,11.0,73.45,False,0.0,,True,False,2.0,14.82,MGR497,London,High,4.76,4.7,
EMP1482,Employee 482,Engineering,Software Engineer,Full-time,Night,Hybrid,2025-02-17,22:05:00,06:05:00,8.0,14.0,70.93,False,0.0,,True,True,1.0,14.45,MGR523,New York,Low,3.8,4.9,
EMP1940,Employee 940,HR,HR Executive,Part-time,Day,Work From Home,2025-02-09,09:40:00,17:40:00,8.0,15.0,78.81,False,0.0,,False,False,1.0,11.02,MGR558,Bangalore,High,3.66,4.4,
EMP1984,Employee 984,Finance,Financial Analyst,Full-time,Night,Office,2025-02-08,22:10:00,06:10:00,8.0,8.0,80.43,False,0.5,,True,True,0.0,12.99,MGR555,New York,Medium,3.76,5.3,
EMP1657,Employee 657,Customer Support,Support Specialist,Full-time,Day,Hybrid,2025-02-12,09:33:00,17:33:00,8.0,10.0,87.72,False,0.0,,True,False,1.0,13.63,MGR695,Bangalore,Low,3.9,2.6,
EMP1130,Employee 130,Customer Support,Support Specialist,Full-time,Night,Work From Home,2025-02-12,22:06:00,06:06:00,8.0,7.0,94.25,False,0.0,,True,False,2.0,12.73,MGR627,Sydney,Medium,3.74,3.0,
EMP1688,Employee 688,Finance,Accountant,Contractor,Night,Office,2025-02-28,22:30:00,06:30:00,8.0,14.0,94.28,False,0.0,,False,True,1.0,10.21,MGR257,New York,Medium,3.53,6.3,
EMP1906,Employee 906,Customer Support,Support Manager,Contractor,Rotational,Office,2025-02-24,22:11:00,06:11:00,8.0,13.0,82.1,False,0.0,,False,True,2.0,14.43,MGR245,Sydney,Medium,4.35,6.4,
EMP1158,Employee 158,Finance,Accountant,Part-time,Rotational,Hybrid,2025-02-01,20:43:00,04:43:00,8.0,5.0,85.76,False,0.0,,True,False,1.0,14.93,MGR669,Bangalore,Low,4.0,8.4,
EMP1697,Employee 697,Consulting,Consultant,Part-time,Night,Work From Home,2025-02-22,22:32:00,06:32:00,8.0,9.0,93.4,False,0.0,,True,True,1.0,10.5,MGR634,London,Medium,3.77,8.6,
EMP1702,Employee 702,Sales,Sales Executive,Full-time,Rotational,Office,2025-02-26,22:39:00,06:39:00,8.0,14.0,72.43,False,0.5,,True,True,2.0,12.5,MGR559,New York,Medium,4.02,8.1,
EMP1375,Employee 375,Sales,Sales Executive,Part-time,Night,Hybrid,2025-02-15,21:17:00,05:17:00,8.0,6.0,78.74,False,0.0,,True,False,0.0,8.11,MGR475,Sydney,High,4.52,6.0,
EMP1086,Employee 086,HR,HR Manager,Contractor,Night,Work From Home,2025-02-17,20:00:00,04:00:00,8.0,11.0,85.16,False,0.0,,True,False,0.0,14.59,MGR540,New York,Medium,4.61,8.8,
EMP1140,Employee 140,Consulting,Senior Consultant,Full-time,Rotational,Office,2025-02-27,20:43:00,04:43:00,8.0,10.0,83.95,False,0.0,,False,False,0.0,8.53,MGR292,Bangalore,High,3.63,8.8,
EMP1800,Employee 800,Sales,Sales Executive,Part-time,Rotational,Hybrid,2025-02-08,20:46:00,04:46:00,8.0,11.0,79.27,False,0.5,,True,True,2.0,8.92,MGR426,New York,High,3.86,1.6,
EMP1708,Employee 708,Consulting,Consultant,Contractor,Rotational,Work From Home,2025-02-26,21:38:00,05:38:00,8.0,10.0,93.9,False,0.0,,True,False,2.0,8.17,MGR382,London,Medium,3.55,8.5,
EMP1888,Employee 888,Customer Support,Support Specialist,Part-time,Day,Work From Home,2025-02-20,08:57:00,16:57:00,8.0,11.0,93.89,False,0.0,,True,False,1.0,8.57,MGR419,London,Medium,4.82,9.1,
EMP1307,Employee 307,Sales,Sales Executive,Part-time,Night,Office,2025-02-16,22:02:00,06:02:00,8.0,13.0,77.56,False,1.0,,True,False,0.0,11.62,MGR672,New York,Low,4.43,6.6,
EMP1960,Employee 960,Engineering,DevOps Engineer,Contractor,Night,Office,2025-02-14,22:03:00,06:03:00,8.0,8.0,89.59,False,1.5,,True,False,0.0,12.15,MGR596,New York,Low,4.71,5.7,
EMP1924,Employee 924,Customer Support,Support Specialist,Part-time,Rotational,Work From Home,2025-02-13,22:37:00,06:37:00,8.0,14.0,81.25,False,1.0,,True,True,1.0,10.03,MGR498,Sydney,Low,3.96,3.7,
EMP1433,Employee 433,Customer Support,Support Manager,Full-time,Night,Office,2025-02-28,20:24:00,04:24:00,8.0,9.0,79.22,False,0.0,,True,False,0.0,11.92,MGR653,New York,High,4.67,7.8,
EMP1871,Employee 871,Customer Support,Support Manager,Full-time,Night,Office,2025-02-10,,,,,,True,,Paid Leave,,,,,MGR653,New York,Medium,3.68,6.1,
EMP1348,Employee 348,Sales,Sales Manager,Part-time,Night,Work From Home,2025-02-12,21:18:00,05:18:00,8.0,12.0,85.25,False,0.0,,True,True,2.0,14.23,MGR560,Sydney,Medium,3.77,4.6,
EMP1238,Employee 238,Engineering,QA Analyst,Full-time,Day,Work From Home,2025-02-18,08:01:00,16:01:00,8.0,12.0,78.22,False,1.5,,False,False,2.0,13.69,MGR465,Bangalore,High,4.1,4.1,
EMP1118,Employee 118,Customer Support,Support Manager,Full-time,Rotational,Work From Home,2025-02-09,21:43:00,05:43:00,8.0,6.0,82.59,False,1.5,,True,True,2.0,8.82,MGR303,New York,Low,4.35,6.9,
EMP1044,Employee 044,Engineering,Software Engineer,Full-time,Night,Office,2025-02-24,20:21:00,04:21:00,8.0,9.0,70.35,False,0.0,,True,True,1.0,9.71,MGR518,Bangalore,Low,4.4,4.0,
EMP1196,Employee 196,Finance,Accountant,Contractor,Night,Hybrid,2025-02-03,99:99:99,04:56:00,8.0,6.0,83.18,False,0.5,,True,True,1.0,8.88,MGR298,New York,Medium,,3.4,
EMP1074,Employee 074,Customer Support,Support Manager,Full-time,Day,Office,2025-02-24,09:12:00,17:12:00,8.0,8.0,75.16,False,0.0,,True,True,2.0,8.33,MGR467,Bangalore,Low,4.43,4.6,
EMP1939,Employee 939,Customer Support,Support Specialist,Part-time,Night,Office,2025-02-21,21:24:00,05:24:00,8.0,5.0,73.0,False,0.0,,True,False,1.0,13.61,MGR382,New York,Low,4.83,7.9,
EMP1640,Employee 640,HR,HR Manager,Contractor,Night,Office,2025-02-15,21:23:00,05:23:00,8.0,15.0,70.72,False,1.5,,True,True,2.0,14.53,MGR659,Bangalore,Low,4.51,9.1,
EMP1803,Employee 803,Consulting,Senior Consultant,Contractor,Day,Work From Home,2025-02-07,09:02:00,17:02:00,8.0,9.0,76.11,False,0.0,,False,False,0.0,9.88,MGR485,Sydney,Low,3.93,1.6,
